event_id,timestamp,density_estimate,expected_crowd_size,GateA,GateB,GateC,GateD,Food Court,SectionA,SectionB,SectionC,SectionD,Toilet,recommendations,risk_level,scenario_type,status
E360,2025-09-19T23:51:00Z,538,4992,Closed,Closed,Open,Open,990,1024,936,985,988,997,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E361,2025-09-19T20:12:00Z,427,4241,Closed,Closed,Closed,Closed,839,880,832,779,876,866,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E362,2025-09-19T18:43:00Z,400,4381,Open,Closed,Closed,Open,848,842,891,876,829,851,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E363,2025-09-19T22:39:00Z,51,955,Closed,Open,Closed,Closed,139,135,236,260,239,254,Monitor flow,Low,FoodCourtRush,Simulated
E364,2025-09-19T22:37:00Z,281,2998,Open,Open,Open,Open,527,599,601,633,563,586,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E365,2025-09-19T22:41:00Z,373,4166,Closed,Open,Closed,Open,721,937,910,908,845,909,Deploy staff to Food Court,Low,ExitFlow,Simulated
E366,2025-09-19T23:00:00Z,50,662,Open,Open,Open,Closed,160,50,178,85,250,180,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E367,2025-09-19T19:17:00Z,427,4695,Closed,Closed,Open,Open,904,981,990,966,1044,896,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E368,2025-09-19T19:03:00Z,184,1588,Open,Closed,Closed,Closed,330,310,295,364,315,303,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E369,2025-09-19T21:24:00Z,419,4341,Closed,Closed,Open,Closed,789,829,808,807,888,840,Deploy staff to Food Court,Low,EntryRush,Simulated
E370,2025-09-19T18:03:00Z,267,1893,Open,Closed,Closed,Closed,240,456,306,378,352,325,Monitor flow,Low,EmergencyEvacuation,Simulated
E371,2025-09-19T20:16:00Z,193,2873,Open,Closed,Open,Closed,576,544,534,620,581,503,Deploy staff to Food Court,Low,NormalFlow,Simulated
E372,2025-09-19T18:31:00Z,309,3257,Closed,Open,Closed,Closed,626,630,709,636,662,619,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E373,2025-09-19T23:28:00Z,440,4362,Open,Open,Closed,Open,843,844,826,854,937,871,Deploy staff to Food Court,Low,ExitFlow,Simulated
E374,2025-09-19T22:04:00Z,372,3669,Closed,Open,Open,Closed,799,716,726,727,704,746,Deploy staff to Food Court,Low,EntryRush,Simulated
E375,2025-09-19T20:31:00Z,191,1933,Closed,Closed,Closed,Closed,410,440,352,443,469,471,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E376,2025-09-19T23:17:00Z,174,800,Open,Open,Open,Open,91,126,224,297,137,260,Monitor flow,Medium,ExitFlow,Simulated
E377,2025-09-19T19:45:00Z,379,3934,Closed,Open,Open,Open,739,726,786,783,865,780,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E378,2025-09-19T22:00:00Z,231,1672,Closed,Open,Closed,Open,423,314,328,379,290,265,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E379,2025-09-19T18:44:00Z,457,3798,Open,Open,Closed,Open,741,730,790,755,832,786,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E380,2025-09-19T23:20:00Z,319,3729,Closed,Closed,Open,Open,775,694,794,823,700,772,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E381,2025-09-19T20:19:00Z,294,3156,Open,Open,Closed,Closed,611,615,589,685,683,600,Deploy staff to Food Court,Low,NormalFlow,Simulated
E382,2025-09-19T18:15:00Z,68,648,Closed,Closed,Open,Closed,128,169,142,50,127,88,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E383,2025-09-19T22:53:00Z,238,1787,Open,Open,Open,Open,320,427,341,451,377,353,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E384,2025-09-19T18:09:00Z,376,3998,Closed,Closed,Closed,Open,873,847,778,809,836,782,Deploy staff to Food Court,Low,EntryRush,Simulated
E385,2025-09-19T22:18:00Z,122,743,Open,Closed,Closed,Closed,171,108,119,207,213,218,Deploy staff to Food Court,Low,EntryRush,Simulated
E386,2025-09-19T19:45:00Z,422,4399,Open,Closed,Closed,Closed,912,896,871,953,820,905,Deploy staff to Food Court,Low,NormalFlow,Simulated
E387,2025-09-19T20:42:00Z,227,1688,Open,Closed,Closed,Open,349,239,382,303,416,272,Deploy staff to Food Court,Low,ExitFlow,Simulated
E388,2025-09-19T22:33:00Z,452,4020,Closed,Closed,Closed,Closed,767,694,798,738,817,692,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E389,2025-09-19T19:31:00Z,50,654,Closed,Open,Closed,Closed,104,133,187,40,117,106,Deploy staff to Food Court,Low,ExitFlow,Simulated
E390,2025-09-19T20:01:00Z,360,3763,Open,Open,Open,Closed,790,707,747,799,800,834,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E391,2025-09-19T19:08:00Z,50,789,Open,Closed,Open,Closed,239,86,112,129,176,202,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E392,2025-09-19T20:33:00Z,156,1339,Closed,Open,Closed,Closed,205,285,266,242,365,338,Deploy staff to Food Court,Low,ExitFlow,Simulated
E393,2025-09-19T20:06:00Z,399,3945,Open,Open,Open,Closed,789,779,742,854,742,768,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E394,2025-09-19T23:35:00Z,215,2573,Open,Closed,Closed,Closed,562,485,531,599,459,561,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E395,2025-09-19T19:55:00Z,288,3389,Closed,Closed,Closed,Open,722,739,697,705,602,632,Deploy staff to Food Court,Low,NormalFlow,Simulated
E396,2025-09-19T19:57:00Z,80,958,Closed,Closed,Open,Open,242,168,251,296,146,196,Deploy staff to Food Court,Low,NormalFlow,Simulated
E397,2025-09-19T21:56:00Z,50,1319,Open,Closed,Closed,Open,175,205,241,269,271,139,Monitor flow,Low,FoodCourtRush,Simulated
E398,2025-09-19T20:14:00Z,504,4378,Open,Open,Open,Closed,861,888,912,936,804,886,Deploy staff to Food Court,Low,ExitFlow,Simulated
E399,2025-09-19T22:40:00Z,300,2703,Closed,Closed,Closed,Closed,514,420,504,582,506,553,Deploy staff to Food Court,Low,NormalFlow,Simulated
E400,2025-09-19T20:16:00Z,269,2670,Closed,Open,Closed,Open,484,540,491,572,594,593,Deploy staff to Food Court,Low,NormalFlow,Simulated
E401,2025-09-19T19:07:00Z,210,2307,Open,Closed,Closed,Closed,457,482,395,471,498,410,Deploy staff to Food Court,Low,ExitFlow,Simulated
E402,2025-09-19T19:53:00Z,416,4207,Open,Closed,Closed,Closed,814,960,884,731,907,922,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E403,2025-09-19T18:39:00Z,103,1336,Open,Closed,Open,Closed,277,235,301,296,382,221,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E404,2025-09-19T20:24:00Z,51,1163,Open,Open,Closed,Open,229,313,230,321,265,231,Deploy staff to Food Court,Low,NormalFlow,Simulated
E405,2025-09-19T21:22:00Z,385,4404,Open,Closed,Closed,Open,882,904,910,872,895,842,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E406,2025-09-19T22:51:00Z,113,1116,Open,Closed,Closed,Open,173,203,290,243,256,199,Deploy staff to Food Court,Low,EntryRush,Simulated
E407,2025-09-19T18:39:00Z,401,4129,Open,Open,Open,Open,735,946,826,779,854,898,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E408,2025-09-19T21:30:00Z,334,3948,Open,Open,Open,Closed,750,729,888,933,760,778,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E409,2025-09-19T23:48:00Z,130,977,Open,Open,Closed,Open,228,116,164,141,247,183,Deploy staff to Food Court,Low,EntryRush,Simulated
E410,2025-09-19T20:17:00Z,414,3062,Open,Closed,Open,Closed,555,713,649,560,611,701,Deploy staff to Food Court,Low,EntryRush,Simulated
E411,2025-09-19T19:00:00Z,518,4967,Closed,Closed,Open,Closed,1046,1011,1071,1023,1020,1032,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E412,2025-09-19T21:55:00Z,345,3448,Open,Closed,Open,Open,772,672,592,696,744,672,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E413,2025-09-19T21:25:00Z,71,1236,Open,Open,Closed,Open,237,235,286,242,362,288,Deploy staff to Food Court,Low,EntryRush,Simulated
E414,2025-09-19T22:16:00Z,140,1232,Open,Closed,Open,Closed,178,257,175,277,256,258,Monitor flow,Low,EntryRush,Simulated
E415,2025-09-19T19:02:00Z,406,3612,Open,Open,Closed,Open,638,723,726,701,694,749,Deploy staff to Food Court,Low,EntryRush,Simulated
E416,2025-09-19T18:04:00Z,146,2211,Closed,Open,Open,Open,541,398,417,461,423,443,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E417,2025-09-19T18:35:00Z,301,2276,Open,Open,Closed,Closed,437,383,533,410,415,423,Deploy staff to Food Court,Low,ExitFlow,Simulated
E418,2025-09-19T21:54:00Z,181,1414,Open,Open,Open,Open,275,338,336,314,235,214,Deploy staff to Food Court,Low,ExitFlow,Simulated
E419,2025-09-19T20:22:00Z,310,2861,Closed,Closed,Open,Open,578,523,584,525,452,647,Deploy staff to Food Court,Low,ExitFlow,Simulated
E420,2025-09-19T21:18:00Z,432,3416,Open,Open,Closed,Open,716,678,685,625,648,802,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E421,2025-09-19T23:57:00Z,56,866,Closed,Closed,Closed,Open,221,117,162,95,197,152,Deploy staff to Food Court,Low,EntryRush,Simulated
E422,2025-09-19T18:26:00Z,137,932,Open,Closed,Open,Open,149,236,221,140,190,140,Deploy staff to Food Court,Low,EntryRush,Simulated
E423,2025-09-19T23:37:00Z,168,992,Open,Closed,Open,Open,250,135,204,171,186,301,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E424,2025-09-19T23:54:00Z,431,4024,Open,Closed,Open,Open,757,794,870,795,779,829,Deploy staff to Food Court,Low,ExitFlow,Simulated
E425,2025-09-19T20:42:00Z,317,3890,Open,Closed,Open,Open,732,810,763,786,732,745,Deploy staff to Food Court,Low,EntryRush,Simulated
E426,2025-09-19T21:15:00Z,156,1806,Open,Open,Open,Closed,347,378,341,384,319,357,Deploy staff to Food Court,Low,EntryRush,Simulated
E427,2025-09-19T19:49:00Z,352,3003,Open,Closed,Closed,Closed,619,546,582,602,618,606,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E428,2025-09-19T18:47:00Z,345,3247,Open,Closed,Closed,Open,650,616,478,651,736,661,Deploy staff to Food Court,Low,ExitFlow,Simulated
E429,2025-09-19T21:18:00Z,50,626,Open,Open,Closed,Closed,100,120,32,188,43,111,Deploy staff to Food Court,Low,NormalFlow,Simulated
E430,2025-09-19T21:51:00Z,335,2620,Closed,Closed,Closed,Closed,567,526,422,593,494,648,Deploy staff to Food Court,Low,NormalFlow,Simulated
E431,2025-09-19T19:44:00Z,415,3108,Closed,Closed,Closed,Open,615,589,680,609,571,545,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E432,2025-09-19T19:45:00Z,399,3974,Closed,Open,Open,Open,836,779,791,705,770,827,Deploy staff to Food Court,Low,EntryRush,Simulated
E433,2025-09-19T23:49:00Z,431,4552,Closed,Open,Closed,Closed,922,857,870,878,923,901,Deploy staff to Food Court,Low,EntryRush,Simulated
E434,2025-09-19T21:30:00Z,416,3819,Closed,Closed,Closed,Open,805,648,784,767,760,691,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E435,2025-09-19T20:28:00Z,460,4746,Closed,Closed,Closed,Closed,962,934,1019,1058,962,1061,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E436,2025-09-19T22:04:00Z,75,852,Closed,Open,Open,Closed,311,152,154,157,186,176,Deploy staff to Food Court,Low,EntryRush,Simulated
E437,2025-09-19T18:17:00Z,356,3440,Closed,Open,Closed,Closed,722,582,711,868,752,704,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E438,2025-09-19T22:55:00Z,451,4325,Closed,Closed,Open,Closed,931,860,874,896,892,905,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E439,2025-09-19T19:09:00Z,129,1239,Open,Open,Open,Closed,255,270,201,237,195,280,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E440,2025-09-19T18:54:00Z,282,2641,Open,Closed,Open,Open,516,467,565,544,455,473,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E441,2025-09-19T20:01:00Z,363,2990,Closed,Closed,Open,Closed,576,571,610,527,607,648,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E442,2025-09-19T20:07:00Z,201,2185,Open,Closed,Closed,Closed,440,429,364,431,406,433,Deploy staff to Food Court,Low,EntryRush,Simulated
E443,2025-09-19T20:31:00Z,114,1925,Closed,Open,Closed,Closed,356,407,387,357,425,383,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E444,2025-09-19T18:16:00Z,170,1507,Open,Closed,Closed,Closed,315,285,306,308,298,316,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E445,2025-09-19T22:24:00Z,314,3823,Closed,Open,Closed,Open,792,744,787,780,815,839,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E446,2025-09-19T19:45:00Z,457,4716,Open,Closed,Open,Closed,961,974,973,891,935,909,Deploy staff to Food Court,Low,ExitFlow,Simulated
E447,2025-09-19T23:17:00Z,296,3339,Closed,Closed,Open,Open,659,723,649,589,686,615,Deploy staff to Food Court,Low,NormalFlow,Simulated
E448,2025-09-19T22:07:00Z,142,1382,Closed,Closed,Closed,Open,192,213,293,283,312,325,Monitor flow,Low,EmergencyEvacuation,Simulated
E449,2025-09-19T21:55:00Z,50,630,Closed,Open,Closed,Open,108,162,145,3,137,217,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E450,2025-09-19T22:58:00Z,51,750,Open,Open,Closed,Open,87,41,183,252,70,89,Monitor flow,Low,EntryRush,Simulated
E451,2025-09-19T18:30:00Z,264,3110,Closed,Open,Open,Closed,641,578,562,567,572,583,Deploy staff to Food Court,Low,NormalFlow,Simulated
E452,2025-09-19T18:27:00Z,222,1969,Open,Open,Open,Open,329,413,420,382,560,360,Deploy staff to Food Court,Low,EntryRush,Simulated
E453,2025-09-19T20:08:00Z,315,2596,Open,Closed,Closed,Open,552,564,562,529,545,462,Deploy staff to Food Court,Low,NormalFlow,Simulated
E454,2025-09-19T23:05:00Z,97,1297,Closed,Closed,Closed,Open,277,269,231,274,268,226,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E455,2025-09-19T22:04:00Z,451,4487,Open,Open,Open,Closed,897,880,922,964,848,835,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E456,2025-09-19T21:57:00Z,409,4202,Open,Closed,Closed,Open,894,690,753,869,771,802,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E457,2025-09-19T19:27:00Z,310,2525,Closed,Closed,Open,Open,614,512,447,514,544,536,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E458,2025-09-19T19:32:00Z,445,4998,Closed,Closed,Closed,Open,1043,1072,941,1011,965,1007,Deploy staff to Food Court,Low,NormalFlow,Simulated
E459,2025-09-19T18:43:00Z,331,3171,Closed,Closed,Open,Closed,592,660,657,580,605,610,Deploy staff to Food Court,Low,EntryRush,Simulated
E460,2025-09-19T20:33:00Z,50,732,Open,Open,Closed,Open,112,51,95,81,203,267,Deploy staff to Food Court,Low,ExitFlow,Simulated
E461,2025-09-19T22:05:00Z,245,2620,Closed,Open,Closed,Open,571,577,554,499,475,480,Deploy staff to Food Court,Low,ExitFlow,Simulated
E462,2025-09-19T22:55:00Z,314,1926,Closed,Closed,Closed,Open,364,328,403,338,290,340,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E463,2025-09-19T23:05:00Z,533,4575,Closed,Open,Closed,Closed,948,889,838,927,959,903,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E464,2025-09-19T21:59:00Z,288,1929,Closed,Open,Closed,Open,334,306,314,396,400,354,Deploy staff to Food Court,Low,NormalFlow,Simulated
E465,2025-09-19T19:43:00Z,255,2719,Open,Open,Closed,Open,529,532,500,491,513,466,Deploy staff to Food Court,Low,ExitFlow,Simulated
E466,2025-09-19T23:37:00Z,374,3663,Closed,Open,Open,Open,789,802,750,768,694,743,Deploy staff to Food Court,Low,NormalFlow,Simulated
E467,2025-09-19T21:00:00Z,338,3801,Closed,Closed,Closed,Open,714,801,809,757,774,789,Deploy staff to Food Court,Low,NormalFlow,Simulated
E468,2025-09-19T23:59:00Z,246,2922,Open,Open,Open,Closed,613,596,618,625,530,539,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E469,2025-09-19T19:36:00Z,357,4416,Closed,Open,Open,Open,873,900,929,908,874,829,Deploy staff to Food Court,Low,NormalFlow,Simulated
E470,2025-09-19T23:46:00Z,214,2331,Open,Open,Closed,Open,515,644,524,425,495,566,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E471,2025-09-19T23:29:00Z,506,4881,Open,Open,Open,Closed,1001,948,928,952,958,1038,Deploy staff to Food Court,Low,ExitFlow,Simulated
E472,2025-09-19T21:15:00Z,318,3113,Open,Closed,Open,Closed,671,625,689,499,636,619,Deploy staff to Food Court,Low,NormalFlow,Simulated
E473,2025-09-19T22:05:00Z,289,2374,Open,Open,Open,Open,451,556,475,522,507,453,Deploy staff to Food Court,Low,NormalFlow,Simulated
E474,2025-09-19T23:46:00Z,428,4788,Open,Open,Closed,Open,1021,1021,894,926,909,1059,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E475,2025-09-19T19:08:00Z,317,3081,Open,Closed,Closed,Open,589,655,635,597,544,627,Deploy staff to Food Court,Low,NormalFlow,Simulated
E476,2025-09-19T20:15:00Z,243,3186,Closed,Closed,Open,Closed,616,596,687,596,721,637,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E477,2025-09-19T20:17:00Z,402,3609,Open,Closed,Closed,Closed,758,689,673,752,656,725,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E478,2025-09-19T22:58:00Z,558,4674,Open,Open,Open,Closed,868,940,988,1007,934,900,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E479,2025-09-19T19:54:00Z,266,2450,Closed,Open,Open,Closed,505,532,559,532,540,491,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E480,2025-09-19T22:33:00Z,82,1181,Open,Closed,Open,Closed,187,208,163,242,216,221,Deploy staff to Food Court,Low,NormalFlow,Simulated
E481,2025-09-19T23:10:00Z,138,1227,Open,Open,Open,Closed,319,274,181,221,136,296,Deploy staff to Food Court,Low,ExitFlow,Simulated
E482,2025-09-19T23:58:00Z,246,2857,Closed,Closed,Open,Closed,578,590,631,479,531,488,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E483,2025-09-19T19:54:00Z,167,2145,Closed,Closed,Closed,Open,489,428,498,517,440,418,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E484,2025-09-19T19:15:00Z,512,4798,Open,Open,Open,Open,887,949,946,981,852,983,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E485,2025-09-19T20:31:00Z,240,2077,Open,Open,Open,Closed,398,447,474,389,460,476,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E486,2025-09-19T21:03:00Z,285,3189,Closed,Open,Closed,Open,685,682,668,584,583,588,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E487,2025-09-19T20:32:00Z,403,3478,Open,Closed,Closed,Open,687,763,701,762,743,674,Deploy staff to Food Court,Low,NormalFlow,Simulated
E488,2025-09-19T23:26:00Z,271,2875,Closed,Open,Closed,Closed,607,503,525,637,548,564,Deploy staff to Food Court,Low,EmergencyEvacuation,Simulated
E489,2025-09-19T20:14:00Z,357,3408,Closed,Closed,Open,Open,628,636,727,717,702,738,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E490,2025-09-19T22:15:00Z,351,3528,Closed,Open,Closed,Open,726,701,726,712,739,797,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E491,2025-09-19T22:09:00Z,480,4612,Closed,Closed,Closed,Closed,935,960,939,909,958,887,Deploy staff to Food Court,Low,ExitFlow,Simulated
E492,2025-09-19T19:05:00Z,221,2397,Open,Closed,Closed,Open,433,465,452,565,464,443,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E493,2025-09-19T23:32:00Z,70,884,Open,Closed,Closed,Open,199,109,242,159,211,143,Deploy staff to Food Court,Low,EntryRush,Simulated
E494,2025-09-19T18:25:00Z,156,1260,Closed,Open,Closed,Closed,241,262,257,279,258,264,Deploy staff to Food Court,Low,NormalFlow,Simulated
E495,2025-09-19T21:38:00Z,273,3268,Closed,Closed,Open,Closed,668,561,632,668,663,593,Deploy staff to Food Court,Low,ExitFlow,Simulated
E496,2025-09-19T18:37:00Z,518,4515,Open,Open,Open,Open,884,942,896,791,854,905,Deploy staff to Food Court,Low,HalfTimeExit,Simulated
E497,2025-09-19T18:13:00Z,257,2082,Open,Open,Closed,Closed,430,399,320,420,399,419,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E498,2025-09-19T22:07:00Z,296,2458,Open,Open,Open,Open,394,552,439,526,482,491,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E499,2025-09-19T20:16:00Z,62,1088,Open,Open,Open,Open,208,281,214,184,180,190,Deploy staff to Food Court,Low,FoodCourtRush,Simulated
E500,2025-09-19T20:23:00Z,381,3706,Closed,Open,Closed,Open,646,745,679,630,708,682,Deploy staff to Food Court,Low,NormalFlow,Simulated
