event_id,time,scenario_phase,weather_condition,crowd_outside,transport_arrival_next_10min,crowd_growth_rate,gate_a_queue,gate_b_queue,gate_c_queue,gate_d_queue,gate_a_status,gate_b_status,gate_c_status,gate_d_status,section_a,section_b,section_c,section_d,food_court,toilet,facility_demand_forecast,parking_occupancy_percent,emergency_status,staff_security,staff_food,staff_medical,vip_early_entry,risk_level,predicted_risk_next_15min,bottleneck_prediction,recommended_action
E007_T08,09:35:00Z,entry_start,Clear,272,150,-15.5,80,119,0,0,Open,Open,Closed,Closed,80,199,199,199,57,23,Medium_Facility_Demand,41,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E007_T09,09:40:00Z,entry_rush,Cloudy,222,102,-18.4,72,52,27,32,Open,Open,Open,Open,72,124,151,183,3,16,Medium_Facility_Demand,58,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E007_T10,09:45:00Z,entry_rush,Cloudy,172,126,-22.5,71,79,27,72,Open,Open,Open,Open,71,150,177,249,43,0,Medium_Facility_Demand,63,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E007_T11,09:50:00Z,entry_rush,Light_Rain,122,105,-29.1,36,29,78,65,Open,Open,Open,Open,36,65,143,208,5,15,Medium_Facility_Demand,25,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E007_T12,09:55:00Z,entry_rush,Heavy_Rain,72,142,-41.0,25,23,47,51,Open,Open,Open,Open,25,48,95,146,58,2,Medium_Facility_Demand,64,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E007_T13,10:00:00Z,entry_complete,Cloudy,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,47,0,Medium_Facility_Demand,73,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E007_T14,10:05:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,25,37,Medium_Facility_Demand,5,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T15,10:10:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,42,31,Medium_Facility_Demand,64,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T16,10:15:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,9,43,Medium_Facility_Demand,48,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T17,10:20:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,52,6,Medium_Facility_Demand,34,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T18,10:25:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,59,41,Medium_Facility_Demand,25,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T19,10:30:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,40,19,Medium_Facility_Demand,42,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T20,10:35:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,45,25,Medium_Facility_Demand,78,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T21,10:40:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,4,42,Medium_Facility_Demand,56,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T22,10:45:00Z,halftime_prep,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,100,130,109,137,187,2,Critical_Food_Demand,20,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E007_T23,10:50:00Z,halftime_exit,Clear,61,0,6100.0,0,0,0,0,Closed,Closed,Closed,Closed,123,150,101,116,190,23,Critical_Food_Demand,13,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E007_T24,10:55:00Z,halftime_peak,Light_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,93,95,153,130,79,58,High_Food_Demand,29,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E007_T25,11:00:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,121,109,112,151,47,20,Medium_Facility_Demand,23,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T26,11:05:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,107,129,98,146,157,117,High_Food_Demand,63,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T27,11:10:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,35,5,Medium_Facility_Demand,28,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T28,11:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,11,12,Medium_Facility_Demand,74,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T29,11:20:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,24,7,Medium_Facility_Demand,37,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T30,11:25:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,39,27,Medium_Facility_Demand,29,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T31,11:30:00Z,event_end,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,118,118,118,118,58,40,Medium_Facility_Demand,22,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E007_T32,11:35:00Z,exit_start,Clear,0,77,0.0,87,0,0,0,Open,Closed,Closed,Closed,97,97,97,97,15,31,Medium_Facility_Demand,85,Normal,5,3,2,False,Low,High,No_Bottleneck,open_more_exits
E007_T33,11:40:00Z,exit_rush,Clear,0,58,0.0,78,53,26,56,Open,Open,Open,Open,65,65,65,65,50,14,Low_Facility_Demand,72,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E007_T34,11:45:00Z,exit_rush,Clear,0,79,0.0,78,59,32,54,Open,Open,Open,Open,63,63,63,63,7,36,Low_Facility_Demand,27,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E007_T35,11:50:00Z,exit_rush,Heavy_Rain,0,66,0.0,29,81,24,57,Open,Open,Open,Open,71,71,71,71,57,29,Low_Facility_Demand,51,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E007_T36,11:55:00Z,exit_complete,Cloudy,0,62,0.0,46,77,35,74,Open,Open,Open,Open,60,60,60,60,26,25,Low_Facility_Demand,82,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E007_T37,12:00:00Z,exit_complete,Cloudy,0,49,0.0,87,81,81,76,Open,Open,Open,Open,37,37,37,37,38,12,Low_Facility_Demand,83,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E007_T38,12:05:00Z,exit_complete,Clear,0,36,0.0,88,30,52,55,Open,Open,Open,Open,62,62,62,62,57,36,Low_Facility_Demand,51,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E008_T01,09:00:00Z,pre_event,Clear,45,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,0,26,Low_Facility_Demand,38,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E008_T02,09:15:00Z,pre_event,Light_Rain,91,0,102.7,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,54,21,Low_Facility_Demand,8,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E008_T03,09:30:00Z,pre_event,Cloudy,136,64,50.3,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,38,7,Low_Facility_Demand,81,Normal,5,3,2,True,Medium,Low,No_Bottleneck,prepare_gates
E008_T04,09:45:00Z,pre_event,Light_Rain,182,34,34.1,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,31,35,Low_Facility_Demand,37,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E008_T05,09:20:00Z,entry_start,Cloudy,406,87,123.1,194,0,0,0,Open,Closed,Closed,Closed,194,194,194,194,15,22,Medium_Facility_Demand,55,Normal,12,3,3,False,Critical,Critical,Gate_A_Bottleneck,open_gate_b_critical
E008_T06,09:25:00Z,entry_start,Light_Rain,356,100,-12.3,90,0,0,0,Open,Closed,Closed,Closed,90,90,90,90,12,13,Medium_Facility_Demand,73,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E008_T07,09:30:00Z,entry_start,Heavy_Rain,306,83,-14.0,49,114,0,0,Open,Open,Closed,Closed,49,163,163,163,22,37,Medium_Facility_Demand,84,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E008_T08,09:35:00Z,entry_start,Heavy_Rain,256,125,-16.3,84,44,0,0,Open,Open,Closed,Closed,84,128,128,128,32,5,Medium_Facility_Demand,35,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E008_T09,09:40:00Z,entry_rush,Light_Rain,206,127,-19.5,45,49,68,30,Open,Open,Open,Open,45,94,162,192,51,45,Medium_Facility_Demand,81,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E008_T10,09:45:00Z,entry_rush,Light_Rain,156,117,-24.3,29,27,77,34,Open,Open,Open,Open,29,56,133,167,9,28,Medium_Facility_Demand,70,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E008_T11,09:50:00Z,entry_rush,Cloudy,106,112,-32.1,26,28,35,21,Open,Open,Open,Open,26,54,89,110,21,24,Medium_Facility_Demand,63,Normal,7,3,3,False,High,Low,No_Bottleneck,balanced_flow
E008_T12,09:55:00Z,entry_rush,Heavy_Rain,56,122,-47.2,32,22,64,56,Open,Open,Open,Open,32,54,118,174,9,31,Medium_Facility_Demand,27,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E008_T13,10:00:00Z,entry_complete,Light_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,4,23,Medium_Facility_Demand,17,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E008_T14,10:05:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,32,1,Medium_Facility_Demand,12,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T15,10:10:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,55,17,Medium_Facility_Demand,84,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T16,10:15:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,25,10,Medium_Facility_Demand,17,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T17,10:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,47,26,Medium_Facility_Demand,15,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T18,10:25:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,30,39,Medium_Facility_Demand,29,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T19,10:30:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,57,19,Medium_Facility_Demand,45,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T20,10:35:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,49,35,Medium_Facility_Demand,70,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T21,10:40:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,40,6,Medium_Facility_Demand,43,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T22,10:45:00Z,halftime_prep,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,95,97,106,121,174,110,Critical_Food_Demand,5,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E008_T23,10:50:00Z,halftime_exit,Heavy_Rain,86,0,8600.0,0,0,0,0,Closed,Closed,Closed,Closed,102,95,100,130,170,10,Critical_Food_Demand,70,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E008_T24,10:55:00Z,halftime_peak,Heavy_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,131,78,102,121,89,56,High_Food_Demand,50,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E008_T25,11:00:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,140,123,125,151,51,38,Medium_Facility_Demand,42,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T26,11:05:00Z,halftime_return,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,147,113,152,126,129,88,High_Food_Demand,75,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T27,11:10:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,47,35,Medium_Facility_Demand,10,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T28,11:15:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,32,37,Medium_Facility_Demand,38,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T29,11:20:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,23,16,Medium_Facility_Demand,67,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T30,11:25:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,28,33,Medium_Facility_Demand,54,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T31,11:30:00Z,event_end,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,114,114,114,114,37,6,Medium_Facility_Demand,44,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E008_T32,11:35:00Z,exit_start,Light_Rain,0,80,0.0,127,0,0,0,Open,Closed,Closed,Closed,83,83,83,83,28,33,Medium_Facility_Demand,20,Normal,5,3,2,False,Medium,High,No_Bottleneck,open_more_exits
E008_T33,11:40:00Z,exit_rush,Cloudy,0,66,0.0,59,35,60,40,Open,Open,Open,Open,66,66,66,66,40,32,Low_Facility_Demand,70,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E008_T34,11:45:00Z,exit_rush,Clear,0,44,0.0,62,90,94,82,Open,Open,Open,Open,32,32,32,32,19,0,Low_Facility_Demand,29,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E008_T35,11:50:00Z,exit_rush,Cloudy,0,66,0.0,88,86,24,95,Open,Open,Open,Open,41,41,41,41,31,7,Low_Facility_Demand,36,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E008_T36,11:55:00Z,exit_complete,Light_Rain,0,37,0.0,76,97,72,49,Open,Open,Open,Open,41,41,41,41,56,36,Low_Facility_Demand,58,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E008_T37,12:00:00Z,exit_complete,Cloudy,0,45,0.0,41,29,21,81,Open,Open,Open,Open,71,71,71,71,51,36,Low_Facility_Demand,14,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E008_T38,12:05:00Z,exit_complete,Light_Rain,0,64,0.0,89,56,68,81,Open,Open,Open,Open,41,41,41,41,25,4,Low_Facility_Demand,48,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E009_T01,09:00:00Z,pre_event,Cloudy,51,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,55,28,Low_Facility_Demand,67,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E009_T02,09:15:00Z,pre_event,Light_Rain,102,0,101.6,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,25,41,Low_Facility_Demand,80,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E009_T03,09:30:00Z,pre_event,Cloudy,154,114,51.2,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,6,44,Low_Facility_Demand,18,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E009_T04,09:45:00Z,pre_event,Heavy_Rain,205,69,33.5,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,16,12,Low_Facility_Demand,61,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E009_T05,09:20:00Z,entry_start,Cloudy,464,91,126.3,182,0,0,0,Open,Closed,Closed,Closed,182,182,182,182,18,46,Medium_Facility_Demand,54,Normal,12,3,3,False,Critical,Critical,Gate_A_Bottleneck,open_gate_b_critical
E009_T06,09:25:00Z,entry_start,Clear,414,144,-10.8,94,0,0,0,Open,Closed,Closed,Closed,94,94,94,94,58,13,Medium_Facility_Demand,49,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E009_T07,09:30:00Z,entry_start,Clear,364,96,-12.1,49,92,0,0,Open,Open,Closed,Closed,49,141,141,141,24,37,Medium_Facility_Demand,33,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E009_T08,09:35:00Z,entry_start,Heavy_Rain,314,115,-13.7,56,120,0,0,Open,Open,Closed,Closed,56,176,176,176,16,5,Medium_Facility_Demand,73,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E009_T09,09:40:00Z,entry_rush,Light_Rain,264,112,-15.9,70,37,64,68,Open,Open,Open,Open,70,107,171,239,61,41,Medium_Facility_Demand,82,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E009_T10,09:45:00Z,entry_rush,Light_Rain,214,88,-18.9,70,29,80,40,Open,Open,Open,Open,70,99,179,219,33,36,Medium_Facility_Demand,21,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E009_T11,09:50:00Z,entry_rush,Clear,164,128,-23.4,20,42,23,66,Open,Open,Open,Open,20,62,85,151,8,13,Medium_Facility_Demand,6,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E009_T12,09:55:00Z,entry_rush,Cloudy,114,124,-30.5,22,77,50,34,Open,Open,Open,Open,22,99,149,183,3,30,Medium_Facility_Demand,34,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E009_T13,10:00:00Z,entry_complete,Clear,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,61,6,Medium_Facility_Demand,55,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E009_T14,10:05:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,23,21,Medium_Facility_Demand,71,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T15,10:10:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,12,8,Medium_Facility_Demand,27,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T16,10:15:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,10,35,Medium_Facility_Demand,17,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T17,10:20:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,54,24,Medium_Facility_Demand,63,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T18,10:25:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,18,28,Medium_Facility_Demand,27,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T19,10:30:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,0,30,Medium_Facility_Demand,59,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T20,10:35:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,63,24,Medium_Facility_Demand,59,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T21,10:40:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,36,11,Medium_Facility_Demand,36,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T22,10:45:00Z,halftime_prep,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,142,150,91,29,81,Medium_Facility_Demand,60,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T23,10:50:00Z,halftime_exit,Clear,125,0,12500.0,0,0,0,0,Closed,Closed,Closed,Closed,139,121,168,154,76,122,Medium_Facility_Demand,28,Normal,5,6,2,False,Low,Low,No_Bottleneck,open_more_exits
E009_T24,10:55:00Z,halftime_peak,Heavy_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,144,139,107,108,120,65,High_Food_Demand,66,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E009_T25,11:00:00Z,halftime_return,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,98,114,149,151,22,19,Medium_Facility_Demand,19,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T26,11:05:00Z,halftime_return,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,147,89,168,134,230,116,Critical_Food_Demand,32,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E009_T27,11:10:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,34,37,Medium_Facility_Demand,48,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T28,11:15:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,16,23,Medium_Facility_Demand,78,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T29,11:20:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,54,14,Medium_Facility_Demand,12,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T30,11:25:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,53,43,Medium_Facility_Demand,34,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T31,11:30:00Z,event_end,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,128,128,128,128,0,22,Medium_Facility_Demand,52,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E009_T32,11:35:00Z,exit_start,Cloudy,0,70,0.0,81,0,0,0,Open,Closed,Closed,Closed,108,108,108,108,48,28,Medium_Facility_Demand,53,Normal,5,3,2,False,Low,High,No_Bottleneck,open_more_exits
E009_T33,11:40:00Z,exit_rush,Cloudy,0,49,0.0,22,92,58,84,Open,Open,Open,Open,64,64,64,64,11,30,Low_Facility_Demand,66,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E009_T34,11:45:00Z,exit_rush,Clear,0,58,0.0,56,91,64,44,Open,Open,Open,Open,65,65,65,65,59,46,Low_Facility_Demand,73,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E009_T35,11:50:00Z,exit_rush,Light_Rain,0,47,0.0,65,31,20,37,Open,Open,Open,Open,90,90,90,90,6,31,Medium_Facility_Demand,44,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E009_T36,11:55:00Z,exit_complete,Clear,0,66,0.0,96,81,91,23,Open,Open,Open,Open,56,56,56,56,9,29,Low_Facility_Demand,9,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E009_T37,12:00:00Z,exit_complete,Clear,0,70,0.0,92,80,92,23,Open,Open,Open,Open,57,57,57,57,47,48,Low_Facility_Demand,37,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E009_T38,12:05:00Z,exit_complete,Heavy_Rain,0,74,0.0,54,21,82,99,Open,Open,Open,Open,64,64,64,64,20,1,Low_Facility_Demand,44,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E010_T01,09:00:00Z,pre_event,Clear,42,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,43,37,Low_Facility_Demand,68,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E010_T02,09:15:00Z,pre_event,Clear,85,0,103.3,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,25,18,Low_Facility_Demand,55,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E010_T03,09:30:00Z,pre_event,Clear,128,111,50.7,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,25,5,Low_Facility_Demand,59,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E010_T04,09:45:00Z,pre_event,Light_Rain,170,107,33.4,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,18,24,Low_Facility_Demand,44,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E010_T05,09:20:00Z,entry_start,Cloudy,377,129,121.8,90,0,0,0,Open,Closed,Closed,Closed,90,90,90,90,52,6,Medium_Facility_Demand,31,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E010_T06,09:25:00Z,entry_start,Heavy_Rain,327,111,-13.3,56,0,0,0,Open,Closed,Closed,Closed,56,56,56,56,17,14,Low_Facility_Demand,32,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E010_T07,09:30:00Z,entry_start,Heavy_Rain,277,113,-15.3,65,66,0,0,Open,Open,Closed,Closed,65,131,131,131,52,10,Medium_Facility_Demand,84,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E010_T08,09:35:00Z,entry_start,Heavy_Rain,227,143,-18.1,100,52,0,0,Open,Open,Closed,Closed,100,152,152,152,2,37,Medium_Facility_Demand,7,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E010_T09,09:40:00Z,entry_rush,Light_Rain,177,95,-22.0,52,44,21,29,Open,Open,Open,Open,52,96,117,146,44,14,Medium_Facility_Demand,33,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E010_T10,09:45:00Z,entry_rush,Heavy_Rain,127,86,-28.2,75,38,66,80,Open,Open,Open,Open,75,113,179,259,28,30,Medium_Facility_Demand,53,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E010_T11,09:50:00Z,entry_rush,Light_Rain,77,125,-39.4,77,35,24,35,Open,Open,Open,Open,77,112,136,171,25,15,Medium_Facility_Demand,68,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E010_T12,09:55:00Z,entry_rush,Clear,27,131,-64.9,39,69,28,44,Open,Open,Open,Open,39,108,136,180,41,17,Medium_Facility_Demand,26,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
